epoch,costo_total,main_loss,preds_loss,vista_0_PPI,vista_1_Co-expression,vista_2_ME,vista_3_ProteinComplex,vista_4_Pathway
10,0.2355039,0.028876435,0.028406303,0.043881044,0.04631945,0.05520669,0.057415787,0.046868436
20,0.20735277,0.026377108,0.0240731,0.044146113,0.04241332,0.043854848,0.046378776,0.04458935
30,0.19025989,0.021806855,0.02187786,0.042310163,0.04185773,0.037560035,0.04193223,0.044168703
40,0.18339753,0.020464338,0.020639906,0.04160345,0.04085422,0.035007436,0.040635798,0.04465473
50,0.17855112,0.020884905,0.019873997,0.04087849,0.04038807,0.033002883,0.03799695,0.044263966
60,0.17413607,0.020356022,0.019563135,0.040040687,0.039396554,0.030576533,0.036887016,0.044188827
70,0.17253704,0.020660829,0.018997772,0.03983564,0.03985751,0.029627264,0.03635555,0.044125136
80,0.16899788,0.021399282,0.018212058,0.03956907,0.038822882,0.028238915,0.03482087,0.04383904
90,0.16747373,0.021380894,0.01777686,0.039376274,0.03847724,0.027357586,0.034941945,0.044078816
100,0.165732,0.020101648,0.018244145,0.0384004,0.03869856,0.026969213,0.03423269,0.04360255
110,0.16205466,0.0194244,0.017593084,0.038764384,0.037397537,0.025756503,0.033598393,0.043556675
120,0.16129164,0.020489777,0.01691957,0.0383602,0.037819903,0.02534765,0.03286838,0.043875076
130,0.16011819,0.020462371,0.016642058,0.038789943,0.036749937,0.025019398,0.03317419,0.04355269
140,0.15841277,0.019936413,0.016629614,0.038058676,0.03697389,0.023920637,0.032885693,0.04352299
150,0.15706792,0.018863168,0.017391192,0.037845887,0.036113936,0.023358285,0.0318883,0.043164197
160,0.15446933,0.02067496,0.016003707,0.036803734,0.035197474,0.023296751,0.031168763,0.043178204
170,0.15519409,0.018596062,0.017263087,0.037123047,0.035804037,0.022849858,0.031011514,0.043331265
180,0.15244746,0.019196624,0.01607692,0.036366455,0.03535943,0.022172868,0.030886116,0.04371011
190,0.15374045,0.02200513,0.015559537,0.036132507,0.03474297,0.022731295,0.030790564,0.043296415
200,0.15089016,0.019028218,0.015481031,0.036964044,0.03549698,0.021441352,0.030881077,0.043383006
210,0.14965996,0.018513277,0.015554423,0.036015153,0.036088996,0.021309523,0.030365221,0.042950824
220,0.1495202,0.019450653,0.01614377,0.035712257,0.033898566,0.02071687,0.02973538,0.042906933
230,0.14743796,0.018400446,0.01507168,0.037282035,0.033981603,0.020970717,0.029516552,0.043072686
240,0.14768383,0.01856159,0.015344194,0.036537625,0.033581384,0.021020003,0.029513119,0.04340429
250,0.14644162,0.018699652,0.015722396,0.034864552,0.033423286,0.019867009,0.029235857,0.043104615
10,0.23351711,0.026508955,0.028461386,0.04442285,0.04452021,0.06097828,0.05506256,0.04515841
20,0.20138636,0.022502966,0.022663185,0.04249453,0.042031046,0.046525918,0.047033135,0.044510394
30,0.19196963,0.023460912,0.020838501,0.04227327,0.042153243,0.03986235,0.042068575,0.04502876
40,0.18276036,0.021076374,0.02017249,0.04131014,0.039909236,0.036513858,0.039467707,0.045030758
50,0.17802815,0.019613398,0.020321185,0.040084396,0.04014996,0.034183692,0.037695233,0.04417402
60,0.17580885,0.019685393,0.020225579,0.03978356,0.03896464,0.032837857,0.036864337,0.044336773
70,0.17337526,0.01951505,0.019868847,0.03954689,0.039008368,0.03103739,0.036392678,0.044218857
80,0.17025165,0.020480251,0.019319082,0.03823845,0.037987243,0.029414756,0.035245705,0.044335898
90,0.16873224,0.019378318,0.01979461,0.03796989,0.037889883,0.028268503,0.03454997,0.044262927
100,0.16533495,0.01976627,0.018244354,0.038560227,0.037281882,0.02749873,0.03460535,0.043853775
110,0.16402195,0.020272983,0.017787559,0.03775456,0.03772602,0.027359933,0.03366858,0.04378065
120,0.16228764,0.019331599,0.018026434,0.037944216,0.037005715,0.026446767,0.03323946,0.043535765
130,0.16152257,0.020947404,0.017341811,0.03727364,0.037706222,0.02563865,0.032202616,0.043664772
140,0.16000733,0.01964466,0.017654756,0.036468897,0.037922125,0.025136996,0.031864975,0.04369559
150,0.1579245,0.019213421,0.017067717,0.035920724,0.03668379,0.026108546,0.03174929,0.043830387
160,0.15668224,0.018737225,0.017388782,0.03596703,0.035797395,0.024598336,0.031728737,0.043854255
170,0.1557033,0.019893974,0.017001169,0.035755258,0.034833975,0.024043221,0.031403754,0.043642115
180,0.15526971,0.019716417,0.016648915,0.03587185,0.035959058,0.024038969,0.030713,0.043842893
190,0.15347303,0.018388938,0.01690471,0.036318306,0.03447231,0.023914682,0.03076397,0.04332185
200,0.15302671,0.018636314,0.016936967,0.03619693,0.03427904,0.023041237,0.030777851,0.043232396
210,0.15229902,0.018969676,0.015933398,0.03668881,0.035262175,0.02267876,0.030453179,0.044021327
220,0.15159205,0.019141942,0.016338196,0.034983095,0.03437879,0.023081446,0.030330338,0.043515846
230,0.14939815,0.019244922,0.015827162,0.034911074,0.033210605,0.022187503,0.030269995,0.043585654
240,0.15224218,0.021026917,0.01514381,0.036138758,0.035605114,0.02244059,0.03029391,0.04373438
250,0.14908946,0.020075932,0.015845517,0.03437383,0.033031385,0.02255843,0.029157931,0.04308257
10,0.24418652,0.029787386,0.030328704,0.04493091,0.044881247,0.06625278,0.054088373,0.04608287
20,0.20700568,0.02630022,0.024270564,0.043069556,0.0421386,0.04546414,0.045084193,0.044517394
30,0.1925435,0.021782769,0.022361308,0.042668264,0.041833058,0.03875562,0.041906208,0.044900354
40,0.18391958,0.021607613,0.020353824,0.0412934,0.040509418,0.037037812,0.03942388,0.044409346
50,0.1777411,0.020581828,0.020244116,0.040453296,0.039617267,0.032938123,0.03766415,0.04377888
60,0.17410305,0.021300158,0.019114558,0.040099513,0.038979404,0.031687338,0.036195092,0.04399496
70,0.17178889,0.020649659,0.018763686,0.040321723,0.038735595,0.030861033,0.035603993,0.04383074
80,0.16845049,0.019399408,0.019090915,0.038709357,0.03847097,0.029636974,0.034342065,0.043622736
90,0.1668095,0.019971156,0.018397966,0.039213717,0.038122315,0.027892385,0.03433301,0.04384259
100,0.16358699,0.018969102,0.018201377,0.03864525,0.037536778,0.027062466,0.03363306,0.04348099
110,0.16208269,0.018732488,0.01788128,0.038715795,0.037334718,0.026649084,0.033069078,0.043544054
120,0.16073988,0.019688861,0.017477365,0.038272873,0.036933344,0.025967395,0.03216992,0.04348361
130,0.15820932,0.020276958,0.016775655,0.037322365,0.036500607,0.024901234,0.032043092,0.043201096
140,0.15853213,0.019172246,0.017395755,0.037222438,0.035902757,0.025014084,0.032628387,0.04351293
150,0.15614869,0.018726824,0.017136157,0.036839005,0.03628406,0.023985704,0.031237038,0.043570086
160,0.15494451,0.019349432,0.016688075,0.036740363,0.036006864,0.023733493,0.03056755,0.04331661
170,0.15444732,0.018922813,0.016803918,0.038087804,0.03502949,0.023091141,0.030592367,0.043060318
180,0.15379573,0.018607665,0.016961034,0.03696769,0.035632815,0.022318363,0.030801723,0.043056086
190,0.15231904,0.019570338,0.01558842,0.036129892,0.036586355,0.022640856,0.030395705,0.04353363
200,0.15088609,0.019638704,0.015696019,0.036361128,0.03545967,0.021893587,0.029578052,0.043133136
210,0.1505075,0.020270456,0.015636982,0.035484284,0.034729462,0.021261642,0.029975273,0.043487784
220,0.14940374,0.019151011,0.015746627,0.035865862,0.03407631,0.021799935,0.02955879,0.04329819
230,0.14892721,0.01778564,0.01650842,0.035736807,0.034159247,0.02133082,0.028989954,0.043324385
240,0.14848354,0.01904905,0.015608448,0.035722062,0.034562342,0.021183252,0.029149191,0.043079145
250,0.1468206,0.018746674,0.016052041,0.03449618,0.032871854,0.020607626,0.029221851,0.042752236
10,0.22653574,0.027080713,0.027115189,0.04399104,0.0445498,0.057251766,0.05111284,0.04513562
20,0.20030703,0.023482034,0.022501942,0.043890566,0.041754324,0.045045458,0.043695096,0.0453164
30,0.18592963,0.021295924,0.02091984,0.041181903,0.04061746,0.038753897,0.040210515,0.043892935
40,0.18229824,0.022628378,0.019800195,0.041085653,0.04038761,0.036164746,0.038240228,0.04423753
50,0.17679158,0.019497322,0.020123433,0.040704835,0.039970275,0.034372054,0.03609295,0.043938875
60,0.17265056,0.019668818,0.018821377,0.03964992,0.03948199,0.033370726,0.035850756,0.043878246
70,0.16948009,0.020104162,0.01811944,0.039340273,0.038841642,0.03165751,0.035009846,0.043712445
80,0.16603746,0.018990565,0.018389631,0.03826047,0.03783682,0.029933639,0.033785988,0.043962467
90,0.16440964,0.018675018,0.018213881,0.03843408,0.037499808,0.028617267,0.033853076,0.04377387
100,0.16281027,0.018133275,0.018359989,0.038271338,0.03699525,0.028640494,0.03257558,0.04344569
110,0.16074276,0.01859915,0.01798072,0.037463672,0.036853015,0.027459756,0.03210092,0.043092906
120,0.15843542,0.019487377,0.016563376,0.03749467,0.037302498,0.026318507,0.03203353,0.04321959
130,0.15766503,0.019838644,0.016571738,0.03690596,0.036610525,0.025956223,0.03184059,0.0431582
140,0.15740187,0.019230755,0.017108781,0.036812555,0.036089938,0.025391815,0.03166246,0.043299172
150,0.15572508,0.019013708,0.016739266,0.035877183,0.036511444,0.025056731,0.0312315,0.043377873
160,0.15415192,0.01807205,0.016615013,0.035992317,0.036141913,0.024511715,0.030905433,0.04386501
170,0.15253623,0.019302342,0.015965473,0.035469983,0.035339076,0.024076302,0.030644834,0.04330803
180,0.15219638,0.018801726,0.016274601,0.0358663,0.0350103,0.023866262,0.030241268,0.043091625
190,0.15189359,0.019776471,0.015767261,0.036457412,0.034483925,0.023898805,0.029837219,0.042960297
200,0.15053375,0.018801449,0.015494096,0.0367664,0.035130695,0.023016129,0.02953957,0.04345405
210,0.1490909,0.019837871,0.015228968,0.03575241,0.033754937,0.022924732,0.029164236,0.04306216
220,0.14934169,0.017561836,0.01721299,0.034615893,0.03356071,0.022017244,0.029347658,0.04271496
230,0.1472606,0.019220758,0.015549173,0.034958955,0.033689328,0.021712778,0.028492983,0.042715117
240,0.14777207,0.018024273,0.016059523,0.034821812,0.034159996,0.02167851,0.028754149,0.043300122
250,0.14620101,0.01893349,0.014895289,0.034927174,0.034503516,0.021454902,0.028207123,0.043368865
10,0.2317214,0.028201243,0.028724484,0.044426315,0.044933695,0.05536766,0.052882686,0.045841627
20,0.20245221,0.024356896,0.023425492,0.043057077,0.042203292,0.0453628,0.043763682,0.044353697
30,0.18797953,0.021770371,0.020974055,0.0417936,0.041829184,0.03827911,0.04084863,0.044351213
40,0.1801526,0.021264523,0.019731605,0.0415817,0.04091065,0.03480709,0.037128597,0.044613395
50,0.17611809,0.020812845,0.019166173,0.040830567,0.040637568,0.03303376,0.03631749,0.044135455
60,0.17175147,0.020268524,0.01823787,0.04067854,0.04035922,0.030469576,0.035638995,0.04453234
70,0.16882029,0.019240003,0.018356754,0.040390935,0.039398935,0.03002221,0.034473445,0.04382576
80,0.16416447,0.019649133,0.017278211,0.039183572,0.0390627,0.027787646,0.033625342,0.043605596
90,0.16375034,0.01959245,0.017197458,0.039225914,0.039706014,0.027552381,0.03297704,0.043476928
100,0.16274664,0.018987475,0.017810684,0.039061468,0.038798373,0.026774386,0.03214381,0.0434516
110,0.15966368,0.020075265,0.016612692,0.037894037,0.038163908,0.026356371,0.031416003,0.043441396
120,0.1584096,0.01812531,0.017565178,0.037405048,0.038246945,0.024981696,0.031227306,0.043395564
130,0.15643033,0.018166302,0.017138777,0.03820903,0.037569143,0.023896037,0.030553125,0.043083467
140,0.15542217,0.017891807,0.016571574,0.037468236,0.037982967,0.024332032,0.031020958,0.043174453
150,0.155243,0.017216146,0.017296506,0.0371178,0.03772845,0.023853058,0.03024813,0.043442298
160,0.15283208,0.019009048,0.015889004,0.036129776,0.03713831,0.02293863,0.030245066,0.043623224
170,0.15275899,0.02057887,0.015145788,0.03697625,0.03625342,0.023486957,0.029914094,0.04318349
180,0.1521613,0.019224111,0.015534534,0.036817998,0.037385527,0.022116031,0.029907255,0.043553382
190,0.15060051,0.018778656,0.0153321875,0.037401564,0.036060102,0.022110168,0.029799206,0.043224767
200,0.14952226,0.0191066,0.015265698,0.035936624,0.03621277,0.0215204,0.029310634,0.04349334
210,0.14843631,0.018889667,0.014972921,0.036162075,0.03558964,0.02124707,0.02914099,0.043861553
220,0.14833842,0.018630732,0.015452049,0.035902657,0.03574843,0.02100304,0.028495492,0.04352304
230,0.14598449,0.017676909,0.015427709,0.035106476,0.035169624,0.020796917,0.028276756,0.04307051
240,0.1463702,0.018855536,0.015581002,0.035193782,0.034525894,0.020057118,0.028026098,0.042784877
250,0.14558992,0.017335722,0.01570778,0.034979347,0.03522907,0.020116184,0.028223628,0.042849492
